Training file read
Movie User Rating Prediction
8 573364  1.0 3.088410711927952
17324 1790092  1.0 3.9959059837554998
17324 267088  4.0 3.679609857913639
17324 1162743  5.0 4.32432931714495
17324 1947240  4.0 3.7106176864892246
17324 198936  5.0 3.9462033863070882
17324 2352266  5.0 3.688459068007658
17324 2319621  2.0 3.4729274566481734
17324 583628  4.0 3.7771458109687184
17324 438189  4.0 3.648994902645491
17324 1872822  5.0 4.448854170431162
17324 299218  4.0 3.4147591096734975
17324 1203445  4.0 3.6698147699127595
17324 2250574  4.0 3.9612074320515323
17324 1975483  5.0 3.694883679930188
17324 497953  5.0 4.301988342656715
17324 1217301  3.0 3.8084959651043557
17324 1786112  5.0 4.668952669568109
17324 1394815  5.0 3.7962556100802014
17324 1323467  3.0 3.0959325446023294
17324 1462488  5.0 3.6963529777639628
17324 82457  5.0 3.598299326147425
17324 519965  3.0 3.2989305086212637
17324 273019  4.0 3.694276552886558
17324 2193323  2.0 3.5092078047165014
17324 2522548  4.0 3.876568329392488
17324 799286  4.0 4.007124074287539
17324 1459526  4.0 4.179455067519156
17324 700083  4.0 3.4836533514629995
17324 1130133  4.0 3.242772503163382
17324 1475461  3.0 3.9450489517951626
17324 1742939  4.0 3.329408116910041
17324 1923098  5.0 4.244370381157594
17324 769929  4.0 3.5150674288528676
17324 865481  3.0 3.210548975855872
17324 610997  4.0 3.695003232139916
17324 2237185  4.0 3.436955772233386
17324 2174880  4.0 3.5541131362274303
17324 1366497  5.0 4.392467631472579
17324 1746482  5.0 3.754400200808722
17324 2613756  3.0 3.414956662860961
17324 251004  3.0 4.72271486080258
17324 277223  5.0 3.2666824361611475
17324 1636987  2.0 2.5327331630333947
17324 2394277  4.0 3.822192128642689
17324 382234  4.0 3.939002153091242
17324 2358651  4.0 3.6914464509766938
17324 2280765  4.0 3.8526088541761796
17324 1618915  4.0 3.417708092926038
17324 1096917  4.0 3.7378359961313454
17324 1877128  5.0 4.127120590425892
17324 1412498  5.0 4.460118464480606
17324 426142  4.0 3.7592903106278395
17324 660569  5.0 4.694667441110536
17324 137065  4.0 3.691445794095925
17324 1062260  4.0 3.2267736450069724
17324 627503  4.0 3.4724342292574173
17324 1009182  5.0 4.3178488796124475
17324 1124877  5.0 4.7507863515009205
17324 61176  4.0 3.91281649164248
17324 258894  2.0 3.2231136869263093
17324 169980  5.0 3.5709216152181398
17324 1410683  5.0 3.209933995030581
17324 66179  3.0 2.9083942385618338
17324 523416  4.0 3.8288437555592263
17324 888617  5.0 4.582291202175
17324 286625  4.0 3.503590846199885
17324 1497845  4.0 3.9192812698272967
17324 2388479  5.0 4.456241532154959
17324 1286183  5.0 4.856377889029794
17324 2401140  4.0 3.7482443499832687
17324 2389367  3.0 3.1771156877591427
17324 1939384  5.0 3.8185515466855255
17324 1129687  4.0 3.967982499047901
17324 598699  3.0 3.608554746968418
17324 2427632  3.0 3.275386107928155
17324 1119094  5.0 4.290982789398811
17324 165288  4.0 3.415822896318901
17324 548695  4.0 3.644888054174541
17324 570159  4.0 4.447243966163888
17324 928497  4.0 3.4821289393212043
17324 1468066  4.0 4.104427001684427
17324 325844  4.0 3.9894382528315866
17324 1784645  5.0 3.288026776259358
17324 1266917  5.0 4.342993052447307
17324 297809  3.0 3.8014332901649555
17324 682169  2.0 3.8675435524446033
17324 379411  5.0 3.889003056872336
17324 1490053  5.0 4.448311634336844
17324 2227629  2.0 3.7437592335040484
17324 2231861  4.0 3.998805159596134
17324 81922  5.0 3.4828973303625617
17324 898303  4.0 3.1008135959720824
17324 508640  4.0 4.144885073152784
17324 2124555  5.0 4.567977061982034
17324 2581605  3.0 3.1901382374123743
17324 2308589  3.0 3.664671303320761
17324 56225  3.0 2.927710911984764
17324 1116035  4.0 3.4251169790585694
17324 2316125  2.0 3.508260521059388
17324 339547  4.0 3.676011203039312
17324 997666  5.0 4.523937422298981
17324 2286388  5.0 4.21263855498945
17324 1589483  3.0 4.690318139746335
17324 2008418  3.0 3.9121912440732127
17324 836435  2.0 3.381759369139595
17324 1264355  4.0 3.7356168039712485
17324 1105029  4.0 3.38448460895438
17324 2398923  3.0 2.888130908075012
17324 364618  4.0 4.008025721901271
17324 1114552  3.0 3.0651729026965335
17324 347301  4.0 2.924918109877411
17324 351357  5.0 4.082264317912069
17324 1520304  3.0 3.9411932110865107
17324 1890809  5.0 3.9646870297236028
17324 89722  4.0 3.618858429027127
17324 1964735  5.0 4.6239169906514475
17324 2429746  4.0 3.501226752926696
17324 79524  4.0 3.202114905614192
17324 722218  3.0 3.72898337152425
17324 2440605  3.0 4.1687820276846015
17324 408200  3.0 3.1231726295916773
17324 2341939  4.0 3.6666708818513225
17324 2202057  3.0 4.140104363937263
17324 1391523  4.0 3.8841109301282364
17324 97893  4.0 3.445980982899268
17324 667145  5.0 3.4713353838665117
17324 1439762  4.0 3.599828944059333
17324 1373320  3.0 3.505301433241341
17324 1922607  4.0 3.7989559071775743
17324 2587540  3.0 3.233481768773618
17324 1461925  4.0 4.224866323499559
17324 2610243  4.0 3.85173065974505
17324 1776870  1.0 2.3533428855454375
17324 1656393  4.0 3.4121732316868347
17324 1565068  4.0 3.984750135272869
17324 36598  5.0 3.787004539576422
17324 960983  3.0 4.160991572545923
17324 2517621  2.0 3.68334998601437
17324 691775  3.0 3.574257417211756
17324 1526244  3.0 3.0839009595961078
17324 1631087  4.0 3.8676422022423615
17324 2081090  5.0 4.62905119070957
17324 26258  4.0 3.673700680040968
17324 856394  4.0 4.381616560772291
17324 2586598  3.0 3.5144468915830007
17324 1963826  5.0 4.119162869806657
17324 668693  3.0 3.609211782664006
17324 2628863  3.0 3.5852530879391704
17324 1018465  4.0 3.779356658078044
17324 2132051  3.0 3.512226706716354
17324 15402  5.0 3.168714534607344
17324 1731704  4.0 3.739868822759644
17324 408636  5.0 3.6909358789601976
17324 93830  4.0 3.679147608104646
17324 1292216  4.0 3.3815243990649035
17324 1709186  5.0 4.099614792964415
17324 682407  5.0 4.295893907095597
17324 1788823  5.0 3.9120220699557002
17324 216893  2.0 3.977064976415669
17324 461931  3.0 3.6642683259810855
17324 2263041  5.0 4.04911796549387
17324 1802913  5.0 4.200252014386648
17324 178603  4.0 3.04900709611593
17324 2289721  3.0 3.2608544954310914
17324 2454575  4.0 3.45102357762612
17324 1967395  3.0 3.791367197768548
17324 950498  2.0 3.173003095798429
17324 796157  5.0 4.047195170445242
17324 364517  4.0 4.08638458080525
17324 808197  4.0 4.125266398023572
17324 2343409  3.0 3.662772768398366
17324 1470152  4.0 3.524034421135621
17324 694620  3.0 3.483530438074533
17324 1685948  5.0 4.989992175367834
17324 533713  4.0 3.48652531718109
17324 2124286  5.0 3.5874453345995696
17324 263361  4.0 3.28094868039053
17324 922591  4.0 3.832832901550554
17324 2210909  4.0 2.99890539600291
17324 1932832  4.0 3.9270985578415827
17324 684531  3.0 3.3452397625416532
17324 662993  5.0 3.6584350590961026
17324 295135  3.0 3.7474269447420347
17324 948733  4.0 3.2651847874015942
17324 2418437  3.0 3.342530298609699
17324 2242333  3.0 3.501014393257989
17324 2290732  3.0 3.593720176974342
17324 1732388  5.0 4.163809334504972
17324 1947739  5.0 4.586826631604198
17324 1581139  2.0 3.0865456248120515
17324 361070  5.0 3.7794658338324676
17324 2592025  3.0 3.590091803180109
17324 1567828  4.0 3.76643376294768
17324 1875533  4.0 3.9787039496747294
17324 448155  3.0 3.653284207676418
17324 2558018  4.0 3.678968905960437
17324 786487  5.0 4.3742786159061655
17324 1978543  4.0 3.4352663785597333
17324 1384585  3.0 3.4400565141960873
17324 64996  4.0 3.380942954713557
17324 2120968  3.0 3.522579677039717
17324 2002198  3.0 3.4846347845198364
17324 2165686  3.0 4.1858519482736405
17324 1735589  4.0 3.4058684407996918
17324 1857889  4.0 2.803260589399258
17324 191902  4.0 3.7703638944197992
17324 461371  4.0 4.067780243201708
17324 311711  5.0 3.0523164616652316
17324 1800459  5.0 4.288214483089536
17324 1993633  4.0 2.9406136169050368
17324 1011282  4.0 4.439122549157718
17324 2463999  3.0 3.8548800396648772
17324 2305583  4.0 4.0999058827972945
17324 2238629  4.0 2.692573421437271
17324 254222  4.0 4.000540578149921
17324 1113878  5.0 4.530076580981609
17324 1153365  3.0 3.797494729310994
17324 2003106  4.0 3.29661163011485
17324 145719  3.0 3.187093738542438
17324 2236105  3.0 3.9494297337021105
17324 304855  5.0 4.088154859052623
17324 431019  4.0 3.635327370462532
17324 968133  5.0 4.094081826555887
17324 635070  3.0 3.5636928373384515
17324 1452773  4.0 3.4169393940596535
17324 1349711  4.0 3.511138426939033
17324 2420083  3.0 3.736429699664011
17324 2160996  4.0 4.423767328589671
17324 1074020  3.0 2.8474528641713475
17324 461799  4.0 3.1767521140176465
17324 978708  3.0 3.5384640457904877
17324 2176056  2.0 3.5461892722731836
17324 1257698  4.0 3.9477868893159322
17324 966030  5.0 3.643033488678543
17324 710207  3.0 3.2064938742969975
17324 2318311  4.0 3.444537774191695
17324 2251831  3.0 3.5148147217944508
17324 16272  3.0 3.1334446184934257
17324 1872532  3.0 2.750592449128529
17324 1448838  5.0 3.3206191797660827
17324 1617685  3.0 3.8001899704896687
17324 1091467  3.0 3.7784575091734056
17324 1863363  5.0 4.341263116477765
17324 1232353  4.0 4.075492328010892
17324 713608  4.0 3.6676108663079936
17324 1499785  3.0 3.1346122414209288
17324 2357300  3.0 3.565734678866004
17324 1252392  3.0 3.3418318073883615
17324 379952  4.0 3.367184605743957
17324 1696428  4.0 2.9345768306243016
17324 1273416  4.0 4.154019721040452
17324 1576102  5.0 4.412083204359066
17324 100712  3.0 3.3723241974411673
17324 265257  5.0 4.527371631963735
17324 669124  3.0 4.5614457395850705
17324 1374773  4.0 4.047905477109993
17324 169054  4.0 3.090595806794781
17324 2200358  3.0 3.4806571449413934
17324 1694750  4.0 3.191493748088765
17324 2602083  4.0 3.2353537566812527
17324 1933952  4.0 3.254991228052144
17324 276418  5.0 4.4211371476513595
17324 1531520  3.0 3.7254196840337186
17324 2556455  3.0 3.3867684205038717
17324 1673965  4.0 3.7459537543340087
17324 163288  4.0 3.487324631894429
17324 1593551  3.0 3.0151387497289415
17324 2380329  5.0 3.5270800194113714
17324 1931434  4.0 4.1199518703331135
17324 478815  3.0 3.6744876996241014
17324 1522766  1.0 3.4811186541274926
17324 611049  5.0 3.2873157479940427
17324 2427770  3.0 3.7609562104396472
17324 2574796  4.0 3.6494614601068363
17324 160114  5.0 3.8956045868693625
17324 1746121  4.0 5.057097155725362
17324 1776455  5.0 3.7385598426412905
17324 1944012  5.0 4.16197150749056
17324 438491  5.0 4.129924456788055
17324 1490567  5.0 4.257968432989934
17324 1809679  3.0 3.150764224660758
17324 2119358  3.0 3.604582999305265
17324 2337494  4.0 2.7970449678993865
17324 336413  2.0 3.658639749720206
17324 1631334  5.0 4.196315336548264
17324 1697451  4.0 3.663790422999576
17324 847349  3.0 3.3104276291562607
17324 1919985  4.0 3.4960513535727427
17324 863302  3.0 3.079853735848959
17324 2646574  3.0 3.414583518851719
17324 492555  4.0 3.4553279805169987
17324 2100834  5.0 3.4027094791880863
17324 931475  5.0 3.373063096995021
17324 1656649  1.0 3.1753857112953567
17324 1987360  4.0 3.5202175686021864
17324 137781  3.0 3.681538605746679
17324 939845  4.0 3.811459208853242
17324 2234653  5.0 4.266575072932324
17324 42072  1.0 2.8820379548461847
17324 1780593  5.0 4.418741029829197
17324 940514  3.0 3.8356803231462098
17324 1772538  3.0 3.5897730585386576
17324 2440481  4.0 4.161749375279451
17324 1653942  4.0 3.6795026622451266
17324 895146  5.0 4.24282661956688
17324 12812  4.0 3.8882433478818528
17324 2474661  3.0 3.138419920882183
17324 1728924  4.0 3.4626966901709793
17324 1328585  5.0 3.7737234369813843
17324 13891  4.0 3.4257705640313754
17324 1822877  4.0 3.9042656947023016
17324 742589  5.0 3.7263606571193972
17324 1271456  3.0 3.6448821910149225
17324 2059738  3.0 3.6580861291897424
17324 1733203  5.0 3.393098983722291
17324 1068913  3.0 3.274747942354468
17324 2628206  3.0 3.722464459434785
17324 1932946  2.0 3.334624212417058
17324 1327480  4.0 3.748776764843966
17324 916708  3.0 3.4005583003063866
17324 1990128  4.0 4.2656932560062915
17324 2325794  2.0 2.403463985663984
17324 2272860  3.0 3.698633017609664
17324 893731  5.0 3.850585529492151
17324 1508633  4.0 3.4447002001406286
17324 1569593  4.0 3.125879356992556
17324 2535512  4.0 3.7397670914429684
17324 1352849  5.0 2.902638966434052
17324 2244124  5.0 3.741175254954858
17324 984525  4.0 4.073074044543248
17324 354138  3.0 3.8321150123351475
17324 1675445  5.0 3.5949506630599193
17324 2607433  3.0 3.9347927370324314
17324 2316429  3.0 3.652976545331131
17324 1244059  3.0 3.7854671512446747
17324 1229067  4.0 3.630284295523746
17324 1007172  4.0 3.9479386136628287
17324 896339  5.0 4.904582395836597
17324 65076  3.0 3.695438396534656
17324 1860150  4.0 3.8381123696954935
17324 2243558  4.0 3.9472681487591714
17324 1939137  3.0 3.614522997779983
17324 1708554  4.0 4.177054167009878
17324 1415903  5.0 4.171274521410444
17324 2157879  3.0 3.3262459444416335
17324 527541  4.0 4.408073502980171
17324 1793972  4.0 3.707835210509811
17324 703585  5.0 4.01337978594935
17324 821738  3.0 3.771815137456932
17324 1072585  3.0 3.472663172756834
17324 1105686  4.0 4.510412084110129
17324 653750  4.0 3.5748388033338503
17324 862852  3.0 3.6482195180574597
17324 301501  5.0 4.78158070243171
17324 2068497  5.0 3.8366026863914415
17324 902049  3.0 4.03148822438722
17324 872408  2.0 3.026528553562754
17324 480612  4.0 3.317799950296878
17324 752743  3.0 3.57096653164503
17324 2203469  4.0 4.2047143072124396
17324 334185  4.0 3.3281077845714155
17324 917571  4.0 3.8573605178949117
17324 643502  3.0 3.918265370815787
17324 500249  5.0 3.520410116576414
17324 1432524  5.0 3.7861181416744496
17324 1193872  5.0 4.124765404460952
17324 278096  3.0 3.197198087586887
17324 328106  5.0 3.6188134964592527
17324 1297031  5.0 4.6052066124947215
17324 246733  5.0 4.102756226555022
17324 686685  4.0 3.7374823415766274
17324 15425  4.0 3.7730223190527434
17324 1148740  4.0 2.9676265933283816
17324 2629195  4.0 3.051485581889228
17324 387819  4.0 3.8980887879522195
17324 1349907  3.0 3.927165588347135
17324 25755  4.0 4.268768771303717
17324 1127936  4.0 4.062534527861904
17324 1546371  4.0 3.897315666066869
17324 2284436  4.0 4.437550669776467
17324 2552767  4.0 3.276628362582096
17324 1056948  4.0 4.478295895274091
17324 1485835  3.0 3.8802141062752757
17324 751834  3.0 3.451305287663421
17324 637185  3.0 3.666222750537663
17324 232758  5.0 3.8611311901687113
17324 1455281  4.0 4.015327297103787
17324 2154022  4.0 3.861859397145752
17324 133129  3.0 3.4548093084304057
17324 602642  5.0 4.631606517103703
17324 2135415  4.0 3.6007777828615413
17324 1382053  5.0 4.5362918718200165
17324 239658  4.0 2.770364202071291
17324 541557  4.0 3.259644491283051
17324 2588222  3.0 3.6026187366958746
17324 1466323  5.0 3.9767495300481217
17324 872591  3.0 3.2858523153301578
17324 682858  4.0 3.901813760170492
17324 776014  3.0 3.986437210873013
17324 1631730  3.0 2.5412302816774437
17324 242896  5.0 4.208748753310321
17324 1219679  4.0 3.972302457781559
17324 57193  4.0 3.519884578456152
17324 886158  3.0 3.4588950946120485
17324 273344  4.0 4.157570078669752
17324 1370787  3.0 3.6852766630620306
17324 2000906  3.0 3.5881000416852675
17324 1499481  4.0 3.571230602631732
17324 3363  4.0 3.7512137692133014
17324 146587  4.0 3.2169686959061554
17324 2291535  4.0 4.210512764634552
17324 291728  5.0 3.689566166789712
17324 1006655  4.0 3.170290792936577
17324 654455  3.0 3.345803488168408
17324 121619  2.0 2.8967802305927663
17324 1195616  4.0 3.370359438167475
17324 1613373  4.0 3.967026345055837
17324 2433649  3.0 3.4006827886189246
17324 2597161  5.0 3.4591414821822193
17324 131394  4.0 3.4863227342315275
17324 743660  4.0 3.822160217484523
17324 672941  5.0 4.172375129742052
17324 1368132  4.0 3.8542057868614963
17324 275850  3.0 3.2650188818289028
17324 1225759  4.0 3.9173740983459027
17324 443447  3.0 3.6917643860526077
17324 285174  5.0 4.306406276554979
17324 1769229  3.0 3.421767158625719
17324 2069625  2.0 3.615325695388863
17324 319268  3.0 3.6947504804637292
17324 2287836  3.0 3.547348492887652
17324 2051372  3.0 3.5491523395014517
17324 845991  2.0 3.434196597152083
17324 504401  4.0 3.8569123020178586
17324 2638818  4.0 3.993169006211415
17324 192156  4.0 3.6877720146101174
17324 2374451  3.0 3.8696758293317437
17324 1274035  3.0 3.9483833537543673
17324 516110  5.0 4.628617093893184
17326 329958  1.0 1.9662713633630655
17326 2460347  1.0 1.0921488966571142
17326 515436  1.0 1.028259985085638
17334 124237  4.0 3.5297670926040476
17334 1309838  5.0 5.0
17334 2382875  2.0 2.8605383366738377
17334 2484944  3.0 2.594563854727055
17334 942007  3.0 3.289812168321912
17334 1999342  5.0 4.047336890445869
17334 2075891  5.0 2.666886367632579
17334 425179  2.0 2.054925191400074
17334 674469  1.0 2.561868235646004
17334 2535914  3.0 2.801798674808848
17334 1269998  1.0 1.7294207969289028
17334 2519397  3.0 2.701079814351833
17334 2067117  3.0 3.24827435294905
17334 1197493  1.0 1.7852335597370783
17334 390912  5.0 4.4209550813973735
17334 1682277  1.0 2.332036341870384
17334 2360817  1.0 2.2833291766902186
17334 884078  2.0 2.494734491186496
17334 1401726  5.0 3.595504326644739
17334 356615  5.0 2.5458236174928306
17334 2279048  3.0 4.158054312768661
17334 995154  1.0 2.4578293917019027
17334 965381  3.0 2.7952771012524313
17334 559886  4.0 2.8065767367071945
17337 392651  4.0 3.2926525479097553
17337 582829  5.0 2.811978942295492
17338 1977959  4.0 2.8987124897083305
17338 2235414  4.0 3.5758689197812115
17338 1198785  2.0 3.0443584776428847
17338 2565719  1.0 3.106549479372192
17338 1036139  5.0 4.387760999997117
17338 1759484  3.0 2.719691945477386
17338 1733406  3.0 2.764323690984826
17338 344216  2.0 2.499561833919776
17338 492993  5.0 3.3405355283983416
17338 383702  3.0 3.261681016978561
17338 1776625  4.0 3.3526587995782964
17338 2583140  2.0 3.3042771979033194
17338 905074  3.0 2.582894623449443
17338 810370  4.0 3.4947363496308377
17338 782611  3.0 2.74967654117704
17338 2439493  1.0 1.1889894723812906
17338 1132514  3.0 2.6103957389489625
17338 154669  2.0 2.9962156723291087
17338 95186  4.0 3.189626256148711
17338 2579734  2.0 2.478318365745928
17338 595778  5.0 2.901083622751519
17338 847313  2.0 2.562874813571452
17338 29185  4.0 3.9321142535149485
17338 203738  4.0 3.265919612236663
17338 2397061  3.0 2.9573782756587343
17338 1234115  3.0 2.876447825130283
17338 2025883  2.0 2.7167589757090598
17338 2532407  2.0 2.9706543578824247
17338 1276884  4.0 3.96216300737535
17338 2310373  4.0 3.626860616426149
17338 1902838  3.0 1.9754629853336212
17338 554383  2.0 2.9593131829428505
17338 667438  4.0 3.833751471431094
17338 570686  4.0 3.4592575592352075
17338 2536547  2.0 2.515256581060511
17338 1855317  4.0 3.6720964467789856
17338 807551  4.0 3.783272666777486
17338 2096540  3.0 3.3733413439812643
17338 453321  3.0 3.418194229682166
17338 981753  3.0 3.081813052094895
17338 2438141  3.0 3.114302196505859
17338 1663717  3.0 2.9320453307444057
17338 1238184  2.0 2.386561375895972
17338 194528  2.0 2.8178303556125295
17338 527106  4.0 3.095107216247792
17338 1782022  4.0 3.045124907356367
17338 169533  3.0 3.3278675005465517
17338 2394704  2.0 2.388868645992697
17338 1406473  3.0 3.056134562062788
17338 355103  4.0 3.122026815153345
17338 1336791  3.0 3.4566210897296616
17338 437978  4.0 3.0506771761011695
17338 597100  3.0 3.1205195661671525
17338 1198828  2.0 3.096170325252276
17338 1114607  3.0 3.260848713196595
17338 1651512  3.0 3.7660676037015692
17338 923149  3.0 3.1616190032256903
17338 1057247  4.0 2.9493801471634433
17338 942771  1.0 2.3602991280502983
17338 255096  3.0 3.0311240859936537
17338 675410  4.0 3.47012848352305
17338 232877  5.0 3.211513005270385
17338 63971  3.0 2.7811141764381735
17338 978881  3.0 3.3475201322401213
17338 1486688  3.0 3.6177191495900303
17338 633861  3.0 3.5383139461297355
17338 2545523  3.0 2.521873870566732
17338 2112235  2.0 2.6382856276495743
17338 649547  3.0 3.137721186171485
17338 1848938  3.0 3.489274532174456
17338 1210065  3.0 3.0543911191081223
17338 2641137  5.0 3.6861933161065856
17338 1299355  1.0 2.5317241698201043
17338 2156617  3.0 2.964609201872654
17338 200713  3.0 2.9197403959589936
17338 1723621  3.0 3.0880148428896037
17338 2334757  2.0 3.0840611505241613
17338 169028  4.0 2.802442525619432
17338 851463  3.0 3.2476093406174216
17338 2120912  3.0 3.1079835523941335
17338 1344228  4.0 3.616641453524383
17338 1176088  3.0 3.415589049906843
17338 1977209  2.0 3.1626562807145846
17338 1176296  4.0 3.4188782258493293
17338 352455  3.0 3.8163795622021954
17338 1084524  3.0 3.1200979084409464
17338 153576  3.0 3.135886029640871
17338 553115  3.0 3.158801087265229
17338 1629801  4.0 3.326558667037091
17338 2375388  3.0 3.6256986711768318
17338 585272  4.0 3.0556923667636444
17344 2619814  1.0 2.7285112704618415
17344 1184537  2.0 2.452416146191647
17344 2082132  5.0 3.403197640426806
17344 1266493  4.0 3.61844504641321
17344 53629  2.0 2.7043421700383186
17344 823372  3.0 2.8141664355098226
17348 1412898  2.0 2.6419348014021247
17348 792534  2.0 3.3789503352351002
17348 461075  1.0 2.3169002105804037
17348 520286  4.0 3.5480503833445853
17348 277837  2.0 2.50586533314914
17348 1374216  3.0 1.6847690631375976
17348 2613898  5.0 3.323449070697324
17348 1341214  4.0 3.552494812568788
17348 2467784  1.0 3.320951544748379
17348 1049142  5.0 4.169457059112629
17348 491531  3.0 3.231890872494823
17348 2559537  1.0 2.7123820290269025
17348 1473602  5.0 3.269428209708298
17348 1397082  2.0 3.3247525845420642
17348 70122  4.0 3.98358597118118
17348 987785  4.0 3.195354272776799
17358 1907667  4.0 3.321837709582307
17358 1488844  3.0 2.945458186139278
17358 68845  2.0 2.9737359840363156
17358 1694062  3.0 3.4536642626337577
17358 2534672  4.0 3.1432658104557856
17358 15191  2.0 3.4076418099075063
17358 752696  4.0 3.3536151722780647
17358 2438429  3.0 3.676647100023741
17358 2536720  4.0 3.269105712722828
17358 1549174  5.0 3.2551189107239553
17358 2645579  3.0 3.637560483540914
17358 2268573  2.0 1.9367339383506543
17358 1704130  4.0 3.6537232092761616
17358 779945  4.0 3.7789780813818563
17358 2429925  5.0 3.9450677441482673
17358 1559165  3.0 3.822076494110682
17358 762369  3.0 2.8892711700957254
17358 1784150  4.0 3.2004625175689565
17358 288956  4.0 3.0227582560003006
17358 1262753  3.0 2.3772113369524788
17358 1066926  3.0 3.3959795545946276
17358 569333  4.0 3.549148033267365
17358 1919770  4.0 2.9849730971293646
17358 213704  3.0 3.2526416490054175
17358 1511575  3.0 3.399283306287978
17358 2532338  3.0 3.480543001888785
17358 872323  3.0 3.060222804340788
17358 961310  2.0 3.622857858802189
17358 2201323  4.0 3.7564801777713477
17358 2093215  3.0 3.0474308483994417
17358 999527  3.0 3.380300148077761
17358 2348692  4.0 3.33810495863169
17358 1488177  3.0 3.579526686194367
17358 1879195  5.0 3.127509384658878
17358 2100210  4.0 3.4483560328606617
17358 732682  2.0 3.6150187817837627
17358 291477  4.0 3.8529032024610212
17358 1475409  3.0 2.878030070413991
17358 1132940  2.0 2.741972107734958
17358 825779  3.0 3.766353632744791
17358 2084476  3.0 3.5347970543067366
17358 2464431  5.0 3.845412134678515
17358 593225  2.0 3.535338577185971
17358 2095835  5.0 3.693242772048755
17358 2378561  3.0 3.5188184434545247
17358 1087944  4.0 2.9886173344693403
17358 88280  3.0 3.0464536682241463
17358 1918206  5.0 3.47041695739778
17358 1724821  4.0 3.9674111554851175
17358 96831  3.0 3.3400882049670604
17358 2128440  4.0 3.7816480145948046
17358 69090  3.0 2.976974240105828
17358 2310889  3.0 3.3855816082502
17358 664230  3.0 2.8745074309786887
17358 1546115  3.0 3.451477404651034
17358 1012590  4.0 3.277765367573994
17358 474578  4.0 4.175254093643674
17358 1986034  3.0 3.4086230597226215
17358 1316252  4.0 3.441535358412119
17358 2475883  3.0 3.105581883501551
17358 721414  5.0 4.23442503572216
17358 2136927  3.0 3.287553626756188
17358 1371592  3.0 3.26348745466213
17358 2072762  2.0 2.2829876361526775
17358 28643  3.0 2.9928334245426025
17358 290360  3.0 2.7423688454107937
17358 1258738  3.0 3.5163726732414267
17358 2262372  2.0 3.3767274306913673
17358 1292794  4.0 3.155630276661511
17358 1104756  2.0 3.0283615476923433
17358 2047178  3.0 3.6106731274201564
17358 139220  4.0 3.7426891466490724
17358 1685610  4.0 3.617934388599898
17358 2426395  2.0 2.6565374659584533
17358 1569585  4.0 4.3875517588994954
17358 2449788  3.0 3.3649432610724657
17358 1521075  5.0 3.152020223456317
17358 1765211  3.0 3.8840987471173896
17358 1903588  5.0 3.706951585004863
17358 1419935  3.0 3.0296986488540347
17358 425935  4.0 3.465620744441362
17358 1701654  4.0 3.2448128574088337
17358 797640  3.0 2.9872871766386697
17358 1757417  4.0 3.6302919139794696
17358 441442  3.0 3.757787359482559
17358 1662735  4.0 2.975265014493634
17358 631874  3.0 3.3508043507934797
17358 2114455  4.0 3.532309033176827
17358 207201  4.0 3.7279511610218776
17358 2323490  4.0 3.1587644923699445
17358 2012675  3.0 3.4177451498625078
17358 1370666  3.0 2.790436083488324
17358 2470428  1.0 2.1774910843399122
17358 2415838  5.0 3.0971778171468354
17358 1996817  3.0 2.8838173702325314
17358 2296658  3.0 3.3579736754116416
17358 2153704  4.0 3.7114678898235307
17358 469727  3.0 3.6852792391114995
17358 2254121  3.0 3.488726321216974
17358 1258349  4.0 3.180789455738718
17358 6544  4.0 3.9275829231822756
17358 670416  3.0 2.807744120467195
17358 205302  2.0 3.3714260031134717
17358 2453968  4.0 3.9914788257656806
17358 560579  3.0 2.8955467301034683
17358 73510  3.0 3.499963345311447
17358 1481171  3.0 3.2262878403919326
17358 9850  3.0 3.550757344869494
17358 2330371  4.0 3.6393011996263014
17358 2364883  5.0 3.7467038973582656
17358 2521402  3.0 3.840415142630724
17358 95744  3.0 3.4911221786056017
17358 2263064  3.0 3.1201839367143234
17358 276968  3.0 3.6944201894183135
17358 905467  4.0 3.285744672192494
17358 1183823  4.0 3.8242417837406935
17358 1403217  3.0 2.151311712651945
17358 1910719  4.0 3.1654060674022197
17358 476695  3.0 3.277120165504495
17358 1233496  4.0 3.739358024397757
17358 1643146  2.0 3.2844358100916486
17358 1392880  3.0 3.2410475236450744
17358 1714546  3.0 3.146484414719096
17358 2518715  2.0 2.6294282703357026
17358 1907843  3.0 3.155255492720743
17358 1592816  2.0 2.772742281645437
17358 1904865  2.0 3.3412109827124317
17358 750641  4.0 3.7846178341843797
17358 581989  4.0 3.352681268206913
17358 2221416  2.0 3.0380483547705905
17358 326356  4.0 2.793108769941314
17358 479035  4.0 3.9682541406950893
17358 1774642  3.0 3.2218084086149914
17358 2558268  3.0 3.447539287868235
17358 269474  3.0 3.18638746699516
17358 1562633  3.0 3.7182661350267288
17358 733746  4.0 3.3280637084467153
17358 1141339  3.0 3.474685916528851
17358 1724102  3.0 2.7169080716610523
17358 1516350  3.0 3.011816210272501
17358 896114  4.0 3.4121920533433823
17358 2415929  4.0 3.068174353230183
17358 2377247  4.0 3.455007667364839
17358 2257189  2.0 2.4752634621255285
17358 917857  4.0 2.798476209672611
17358 872215  3.0 1.8807155484015685
17358 1811751  4.0 3.5797496285494725
17358 2130888  4.0 4.35113709741642
17358 1806018  3.0 3.5720682768155414
17358 1738284  3.0 3.608881702691246
17358 1383987  3.0 4.015484081087366
